UserID,action,horreur,policier,romantique,dessin_anime,age,bac,sexe
112,0,1,1,0,1,25,16,1
113,1,1,0,1,0,18,12,1
114,1,0,0,1,1,25,2,0
115,1,1,0,1,1,25,17,1
116,1,1,0,1,1,25,17,1
117,1,1,0,1,1,25,17,1
118,1,1,0,1,0,35,17,1
119,1,1,0,1,1,1,10,0
120,1,1,1,1,0,25,11,1
121,1,1,0,1,0,35,7,1
122,1,1,0,1,0,18,4,0
123,1,1,1,1,0,35,9,1
124,1,0,0,1,0,56,7,1
125,1,1,0,1,0,45,14,1
126,1,0,0,1,0,18,9,1
127,1,1,1,1,0,45,3,0
128,1,1,0,1,1,56,6,1
129,1,1,1,1,0,25,11,1
130,1,1,0,1,0,35,17,1
131,1,1,0,1,0,18,4,1
132,1,0,0,1,1,25,17,1
133,0,1,0,1,0,25,0,0
134,1,1,0,1,0,25,0,1
135,1,1,1,1,1,18,4,1
136,1,1,0,1,1,18,2,1
137,1,1,1,1,0,45,6,0
138,1,1,1,1,0,18,20,1
139,1,1,0,1,1,25,20,0
140,1,1,1,1,0,35,1,0
141,1,1,1,1,0,35,13,1
142,1,1,1,1,1,25,7,1
143,1,1,0,1,0,18,3,1
144,1,1,1,1,0,25,17,1
145,1,1,1,1,0,18,4,1
146,1,1,0,1,0,35,20,0
147,1,1,0,1,0,18,4,1
148,1,1,0,1,0,50,17,1
149,1,1,1,1,0,25,1,1
150,1,0,0,1,0,35,7,1
151,1,1,0,1,0,25,20,0
152,1,1,0,1,1,18,4,1
153,0,1,0,1,0,1,10,1
154,1,1,1,1,0,50,20,1
155,1,0,0,1,0,35,12,1
156,1,1,0,1,0,45,7,0
157,1,1,0,1,0,35,16,1
158,1,1,1,1,0,56,7,1
159,1,1,0,1,1,45,0,0
160,1,0,0,1,0,35,7,1
161,1,0,0,1,0,45,16,1
162,1,1,1,1,1,18,4,0
163,1,1,0,1,0,18,4,1
164,1,0,0,1,0,56,13,0
165,1,1,1,1,0,18,16,1
166,1,1,1,1,1,18,4,1
167,1,0,0,1,0,25,11,0
168,1,1,1,1,1,50,0,0
169,1,1,0,1,0,25,7,1
170,1,1,0,1,0,25,11,1
171,1,1,1,1,0,50,17,0
172,1,1,1,1,0,25,3,1
173,1,1,1,1,0,25,0,1
174,1,1,0,1,0,25,16,1
175,1,0,0,1,0,25,2,0
176,1,1,0,1,0,18,3,0
177,1,1,0,1,0,50,1,1
178,1,0,0,1,1,56,17,1
179,1,0,0,1,0,25,0,1
180,0,1,0,1,0,45,12,1
181,1,1,1,1,0,18,17,1
182,1,0,0,1,0,18,4,1
183,1,1,1,1,0,45,1,0
184,1,0,0,1,1,25,0,0
185,1,1,0,1,0,45,0,1
186,1,1,1,1,1,18,5,1
187,0,0,0,1,0,45,1,0
188,1,1,0,1,0,56,16,1
189,1,1,0,1,0,18,0,1
190,1,1,1,1,1,25,17,1
191,1,1,1,1,0,18,4,1
192,1,1,0,1,0,18,1,1
193,1,1,0,1,0,45,15,0
194,0,0,0,1,1,1,10,0
195,1,1,0,1,0,25,12,1
196,0,1,1,1,0,35,9,0
197,0,0,0,1,0,18,14,1
198,1,1,0,1,1,25,12,1
199,1,1,0,1,0,18,4,1
200,1,1,0,1,1,18,4,0
201,0,0,0,1,0,35,2,0
202,1,1,1,1,0,18,4,1
203,0,0,0,1,0,18,4,0
204,1,1,0,1,0,25,7,1
205,1,1,1,1,0,35,12,1
206,1,1,0,1,0,25,17,1
207,1,1,0,1,1,25,12,1
208,1,1,1,1,0,35,17,1
209,1,0,0,1,0,35,1,1
210,1,1,0,1,0,1,10,0
211,1,1,0,1,0,45,17,1
212,1,1,1,1,0,25,16,1
213,1,0,0,1,1,18,4,0
214,1,1,1,1,1,18,20,1
215,1,1,0,1,0,35,14,1
216,1,0,0,1,0,45,13,1
217,1,1,1,1,0,18,4,1
218,1,1,0,1,0,35,14,1
219,1,1,0,1,0,25,4,0
220,1,1,1,1,0,25,12,1
221,0,1,1,1,0,25,0,0
222,1,1,0,1,0,25,1,1
223,1,1,0,1,0,25,17,1
224,1,0,0,1,0,18,4,0
225,1,1,1,1,0,25,7,1
226,0,1,0,1,0,35,1,1
227,1,1,0,1,0,35,20,1
228,1,1,0,1,1,25,15,1
229,0,0,0,1,0,18,10,1
230,1,1,0,1,0,45,1,1
231,1,1,1,1,1,25,3,1
232,1,0,0,1,1,25,20,1
233,1,0,0,1,1,45,20,0
234,1,0,0,1,0,35,7,1
235,1,1,1,1,0,25,0,1
236,1,1,0,1,0,25,5,1
237,1,1,0,1,0,25,6,1
238,0,0,0,1,0,50,7,0
239,1,0,0,1,0,18,19,1
240,1,1,1,1,0,50,17,1
241,1,1,1,1,0,35,20,1
242,1,1,1,1,0,18,4,0
243,1,1,0,1,0,25,16,1
244,1,1,0,1,0,50,7,1
245,1,1,0,1,0,35,16,1
246,1,0,0,1,1,18,4,0
247,0,0,0,1,0,25,17,1
248,1,1,0,1,0,18,17,1
249,1,1,1,1,0,18,14,0
250,1,1,1,1,0,35,16,1
251,1,1,0,1,0,56,17,1
252,1,1,0,1,0,25,12,1
253,0,0,0,1,0,25,11,0
254,1,1,0,0,0,35,17,1
255,1,1,0,1,0,35,0,1
256,1,1,1,1,0,45,16,1
257,1,1,1,1,0,18,18,1
258,1,1,0,1,0,25,7,1
259,1,1,1,1,0,25,1,1
260,1,1,0,1,0,18,19,1
261,1,1,1,1,0,25,20,1
262,1,1,0,1,1,25,1,0
263,1,1,0,1,0,25,7,0
264,1,1,0,1,0,35,0,1
265,1,0,0,1,0,35,7,0
266,1,1,0,1,0,35,11,1
267,1,0,0,1,0,45,12,1
268,1,0,0,1,0,18,12,0
269,1,1,1,1,1,25,2,1
270,1,1,1,1,0,50,14,1
271,1,1,0,1,1,18,4,1
272,1,1,1,1,0,18,0,1
273,1,1,1,1,0,18,4,1
274,1,1,0,1,0,18,4,1
275,1,1,0,1,0,25,0,1
276,1,1,1,1,0,45,16,1
277,1,1,0,1,0,35,1,0
278,0,1,0,0,0,45,18,1
279,1,0,0,1,0,25,14,1
280,1,0,1,1,0,50,7,1
281,0,1,0,1,0,35,0,0
282,1,1,0,1,0,25,17,1
283,1,1,0,1,1,25,0,1
284,1,1,0,1,1,25,12,1
285,0,1,1,1,0,35,0,0
286,1,1,1,1,0,25,1,1
287,0,0,0,1,0,50,13,1
288,1,1,0,1,0,25,12,0
289,1,1,1,1,0,25,0,0
290,1,1,0,1,0,25,20,0
291,1,0,0,1,0,35,12,1
292,1,1,0,1,0,35,7,1
293,0,0,0,1,0,56,1,1
294,0,0,0,1,0,45,9,0
295,1,1,1,1,0,18,0,1
296,1,1,0,1,0,50,5,1
297,1,0,1,1,0,18,2,1
298,1,1,0,1,1,18,4,0
299,1,0,0,1,0,25,12,1
300,1,1,1,1,0,25,7,1
301,1,1,1,1,0,18,4,1
302,1,1,1,1,0,18,4,1
303,1,0,0,1,0,25,7,1
304,0,1,1,0,1,25,0,1
305,1,1,0,0,1,18,0,0
306,1,1,1,1,0,18,0,1
307,1,1,0,1,0,50,16,1
308,1,1,1,1,0,25,2,1
309,1,1,1,1,0,25,4,1
310,1,0,0,1,1,18,4,0
311,1,0,0,1,0,18,4,1
312,0,0,0,1,0,50,2,0
313,1,1,1,1,1,18,4,0
314,1,1,0,1,0,56,9,0
315,1,1,1,1,0,56,1,0
316,1,1,0,1,0,56,13,1
317,1,0,1,1,0,35,7,1
318,1,0,0,1,1,56,13,0
319,1,0,0,1,0,50,6,0
320,1,1,0,1,1,35,6,1
321,1,1,0,1,0,18,4,1
322,1,0,0,1,0,56,17,1
323,1,1,1,1,0,45,12,1
324,1,1,0,1,1,35,17,1
325,1,0,0,1,0,50,3,0
326,1,1,1,1,0,50,11,1
327,1,0,0,1,0,35,18,1
328,1,1,0,1,0,35,12,1
329,1,1,0,1,0,35,7,1
330,1,1,1,1,0,56,7,1
331,1,1,0,1,0,25,7,1
332,0,0,0,1,0,50,1,1
333,0,0,0,1,1,35,2,1
334,1,0,0,1,0,56,2,0
335,1,1,0,1,0,35,18,1
336,1,1,0,1,0,18,0,1
337,1,1,0,1,0,18,19,1
338,1,1,0,1,0,35,7,1
339,0,0,0,1,0,50,7,1
340,1,1,1,1,1,25,3,0
341,1,1,1,1,0,56,13,0
342,1,1,0,1,0,18,12,1
343,1,1,0,1,1,35,3,0
344,1,0,0,1,0,35,14,1
345,0,0,0,1,0,25,12,1
346,1,0,0,1,0,25,0,0
347,0,0,0,1,0,56,1,0
348,1,0,0,1,0,50,7,1
349,1,1,1,1,0,1,10,1
350,1,1,0,1,0,45,20,1
351,1,1,0,1,0,18,4,1
352,1,1,0,1,0,18,4,1
353,1,1,1,1,0,35,7,0
354,1,1,0,1,0,35,1,1
355,1,1,0,1,0,18,3,1
356,1,1,0,1,0,56,20,1
357,1,1,0,1,0,18,0,1
358,1,0,0,1,0,56,1,0
359,1,1,0,1,0,25,17,1
360,1,0,0,1,1,35,17,1
361,1,1,0,1,1,25,14,0
362,1,1,1,1,0,35,20,1
363,1,1,1,1,1,18,10,1
364,0,0,1,1,0,35,1,0
365,0,0,0,1,0,18,4,0
366,1,0,0,1,0,50,15,1
367,0,0,0,1,0,50,12,1
368,1,1,1,1,0,25,0,1
369,1,0,0,1,1,35,1,1
370,1,1,0,1,0,18,17,1
371,1,0,1,1,0,18,4,1
372,1,1,0,1,0,18,4,0
373,1,1,0,1,0,25,2,0
374,1,1,1,1,0,35,14,0
375,0,0,0,1,0,25,2,1
376,1,1,1,1,0,35,1,1
377,1,1,1,1,0,25,17,1
378,1,1,1,1,1,18,0,0
379,1,0,0,1,0,35,1,0
380,1,1,0,1,1,25,2,1
381,1,1,0,1,0,35,17,1
382,0,0,0,1,0,35,20,0
383,1,1,1,1,0,25,7,0
384,1,0,0,1,0,25,11,1
385,1,1,1,1,0,25,6,1
386,1,1,0,1,0,25,0,1
387,1,0,0,1,0,35,7,0
388,1,1,0,1,0,25,0,0
389,1,1,0,1,0,25,6,1
390,0,1,0,1,0,25,4,1
391,1,1,1,1,0,45,11,1
392,1,1,1,1,0,18,7,1
393,0,0,1,1,0,35,17,1
394,1,1,0,0,0,18,0,1
395,1,1,0,1,1,18,5,1
396,0,0,0,1,0,25,1,1
397,1,1,0,1,0,35,17,1
398,1,1,1,1,0,25,17,1
399,1,1,0,1,1,35,6,0
400,1,1,0,1,0,18,3,0
401,1,1,1,1,0,18,0,1
402,1,0,1,1,0,25,11,1
403,1,1,1,1,0,18,4,1
404,1,0,0,1,0,18,4,1
405,0,0,0,1,0,56,1,1
406,1,1,0,1,0,25,20,1
407,1,1,1,1,0,18,17,1
408,1,1,1,1,0,25,11,1
409,1,1,0,1,0,18,12,1
410,0,0,0,1,0,25,1,0
411,1,0,0,1,0,45,1,0
412,1,1,0,1,0,35,15,1
413,1,0,0,1,1,25,11,1
414,1,0,0,1,0,25,0,1
415,1,1,0,1,0,35,0,0
416,1,1,0,1,0,45,14,1
417,1,1,0,0,1,25,0,0
418,1,1,1,1,0,25,3,0
419,1,1,0,1,0,18,3,1
420,1,1,1,1,1,35,1,1
421,1,1,0,1,0,45,3,0
422,1,1,1,1,0,56,17,1
423,1,1,1,1,0,18,4,1
424,1,1,0,1,0,25,17,1
425,1,1,1,1,0,25,12,1
426,1,1,0,1,0,18,4,1
427,1,1,0,1,0,35,12,1
428,1,0,0,1,0,18,4,0
429,1,1,1,1,0,18,0,1
430,0,0,0,1,0,18,10,0
431,1,1,0,1,1,18,10,1
432,0,0,0,1,0,45,16,1
433,1,0,0,1,0,50,6,1
434,1,0,0,1,1,45,3,0
435,1,1,0,1,0,25,7,1
436,1,1,0,1,1,18,4,1
437,1,0,0,1,1,35,17,1
438,1,1,0,1,1,18,11,1
439,1,0,0,1,0,35,14,1
440,1,1,0,1,0,56,1,1
441,1,1,0,1,0,35,1,1
442,1,1,0,1,0,25,1,1
443,1,1,1,1,0,25,3,1
444,1,0,0,1,0,56,0,1
445,1,1,0,1,0,45,12,1
446,1,0,0,1,0,50,0,0
447,1,0,0,1,1,45,11,0
448,1,1,0,1,0,25,17,1
449,1,1,0,0,0,25,7,1
450,1,1,0,1,0,45,1,1
451,1,0,0,1,0,56,13,1
452,1,1,0,1,0,50,17,1
453,1,1,0,1,0,18,4,1
454,1,1,0,1,0,25,20,1
455,1,0,0,1,0,35,2,0
456,1,1,0,1,0,35,0,1
457,1,1,0,1,0,18,4,1
458,1,1,1,1,0,50,16,1
459,0,1,0,1,0,18,4,0
460,1,1,0,1,0,45,18,1
461,1,0,0,1,0,50,7,1
462,1,1,0,1,0,18,16,1
463,1,0,1,1,0,25,7,1
464,0,0,0,1,0,18,4,0
465,0,1,1,1,0,18,19,1
466,1,0,0,1,0,25,5,1
467,1,1,0,1,0,35,3,0
468,1,1,0,1,0,1,10,0
469,1,1,1,1,0,35,6,1
470,1,0,0,1,1,1,10,0
471,1,1,0,1,0,35,7,1
472,1,1,0,1,0,35,0,1
473,1,0,0,1,1,18,4,0
474,1,1,1,1,1,25,17,1
475,1,0,0,1,0,25,2,0
476,1,1,0,1,1,35,0,1
477,1,1,0,1,0,35,14,1
478,1,1,1,1,1,50,16,1
479,1,0,0,1,0,25,12,1
480,1,1,0,1,0,18,4,0
481,1,1,1,1,0,45,7,1
482,1,1,0,1,0,25,14,1
483,0,1,1,1,1,18,12,1
484,1,1,1,1,1,1,10,0
485,1,1,0,1,0,56,7,1
486,1,0,0,1,0,56,0,1
487,1,1,0,1,0,35,17,0
488,1,1,0,1,0,25,12,1
489,1,0,1,1,0,18,4,1
490,1,0,0,1,1,1,10,1
491,1,0,0,1,0,18,4,1
492,1,1,0,1,0,25,12,1
493,1,1,0,1,0,50,7,1
494,1,1,0,1,1,35,0,0
495,1,0,0,1,0,18,10,1
496,1,1,0,1,0,18,4,1
497,1,0,0,1,1,25,17,0
498,1,1,1,1,0,35,17,1
499,1,0,0,1,0,25,1,0
500,1,0,0,1,1,18,2,0
501,1,1,1,1,1,25,2,1
502,1,0,0,1,0,35,6,1
503,1,1,1,1,0,35,11,1
504,1,1,1,1,0,25,2,1
505,1,1,0,1,0,35,17,1
506,1,1,0,1,1,25,16,1
507,1,0,0,1,0,25,0,0
508,1,1,0,1,0,25,12,1
509,1,1,1,1,0,25,2,1
510,1,1,0,1,1,18,12,1
511,1,1,1,1,0,45,4,0
512,1,1,1,1,0,35,0,1
513,1,1,0,1,0,25,0,1
514,1,1,1,1,0,25,2,1
515,1,1,1,1,0,25,1,1
516,1,1,0,1,0,56,14,0
517,0,0,0,1,0,25,14,0
518,1,1,0,1,0,35,12,0
519,0,0,0,1,1,35,14,0
520,1,1,1,1,0,35,20,0
521,1,1,1,1,0,56,7,1
522,1,1,0,1,0,25,12,1
523,1,1,1,1,0,50,7,1
524,1,1,1,1,0,18,0,1
525,1,1,1,1,0,35,6,1
526,1,1,1,1,0,45,17,1
527,0,0,0,1,0,25,2,0
528,1,0,0,1,0,18,17,0
529,1,1,1,1,0,35,12,1
530,1,1,0,1,0,25,2,1
531,1,1,0,1,1,18,14,0
532,1,1,0,1,1,25,7,1
533,1,1,1,1,0,25,12,1
534,1,0,0,1,0,25,15,1
535,1,1,1,1,1,35,6,1
536,1,1,0,1,1,25,20,1
537,1,1,1,1,0,45,14,1
538,1,1,0,1,0,56,16,1
539,1,1,0,1,1,25,2,1
540,1,1,1,1,0,18,1,1
541,1,1,0,1,1,18,4,0
542,1,1,0,1,0,18,4,1
543,1,1,0,1,0,25,5,1
544,1,0,0,1,1,35,12,1
545,1,1,0,1,1,35,17,1
546,1,0,0,1,1,25,0,0
547,1,1,0,1,0,35,12,1
548,1,1,1,1,0,35,16,0
549,1,1,1,1,0,25,6,1
550,1,1,0,1,1,45,8,1
551,1,0,0,1,0,35,20,1
552,1,1,1,1,0,50,18,1
553,0,0,0,1,0,25,2,1
554,0,1,0,1,0,25,12,1
555,0,1,0,1,1,18,4,1
556,1,0,0,1,1,25,9,0
557,1,1,1,1,1,56,1,1
558,1,0,0,1,0,35,20,1
559,0,1,0,1,0,25,7,0
560,1,1,0,1,0,45,15,1
561,1,1,1,1,1,18,14,0
562,1,1,0,1,0,35,20,1
563,1,1,0,1,1,25,4,1
564,1,0,0,1,0,45,1,1
565,1,1,0,1,0,25,16,1
566,1,1,1,1,1,25,17,1
567,1,0,0,1,0,35,20,1
568,1,1,1,1,0,50,17,0
569,1,0,0,1,1,18,4,0
570,1,0,0,1,1,25,4,1
571,1,1,1,1,0,50,5,1
572,1,1,0,1,1,18,4,1
573,1,1,1,1,0,35,2,0
574,0,1,1,1,0,25,19,1
575,1,1,0,1,0,25,12,1
576,1,1,0,1,0,45,15,0
577,1,1,1,1,0,35,0,1
578,1,1,1,1,0,18,17,1
579,1,1,1,1,0,25,5,1
580,1,0,0,1,0,1,10,1
581,1,0,0,1,0,50,14,1
582,1,1,0,1,0,18,4,1
583,1,1,0,1,1,25,0,0
584,1,0,0,1,0,25,0,0
585,1,1,1,1,1,18,1,1
586,1,1,0,1,1,35,14,1
587,1,1,0,1,0,25,20,1
588,0,1,0,1,0,25,11,0
589,1,1,1,1,1,18,2,1
590,0,0,0,1,0,35,6,0
591,1,1,1,1,0,25,0,1
592,1,1,1,1,0,18,0,1
593,0,0,0,1,0,50,1,0
594,0,0,0,1,0,56,13,0
595,0,1,0,1,0,25,7,1
596,1,1,0,1,1,25,1,0
597,1,1,0,1,0,35,12,1
598,1,1,0,1,0,35,7,1
599,0,0,0,1,0,50,6,1
600,0,1,0,1,0,35,17,1
601,1,1,0,1,0,18,20,0
602,1,1,0,1,0,56,6,0
603,1,1,0,1,0,25,6,0
604,1,1,0,1,0,45,17,1
605,1,1,0,1,0,18,4,0
606,1,0,0,1,1,1,10,0
607,1,0,0,1,0,25,0,1
608,1,1,1,1,0,18,4,1
609,1,1,0,1,0,25,7,1
610,1,1,0,1,0,25,4,1
611,1,1,0,1,0,35,0,1
612,1,1,1,1,0,50,7,1
613,1,1,0,1,0,35,20,1
614,0,0,0,0,1,35,1,1
615,1,1,0,1,0,50,17,1
616,1,1,0,1,1,25,7,1
617,1,1,1,1,0,25,7,0
618,1,1,0,1,0,25,0,1
619,0,0,0,1,0,18,1,0
620,1,1,1,1,0,18,0,1
621,1,1,1,1,0,18,4,1
622,0,0,0,1,0,25,0,1
623,1,1,1,1,1,25,17,1
624,1,1,1,1,0,25,1,1
625,0,0,0,1,0,35,12,0
626,1,1,0,1,1,18,4,1
627,1,0,0,1,1,50,2,1
628,0,0,0,1,1,35,0,0
629,1,0,0,1,1,1,10,0
630,0,0,0,1,0,35,14,0
631,1,1,1,1,1,35,17,1
632,1,1,0,1,0,45,17,1
633,0,1,1,1,0,25,17,1
634,1,0,0,1,1,1,10,0
635,0,0,0,1,0,56,17,1
636,1,1,0,1,0,18,20,1
637,1,1,0,1,1,35,12,1
638,1,1,0,1,0,25,6,1
639,1,1,0,1,1,45,17,1
640,0,1,1,1,0,18,4,1
641,1,0,0,1,0,35,0,0
642,1,1,0,1,0,35,1,0
643,0,1,1,1,0,25,2,1
644,1,1,1,1,0,25,20,1
645,1,1,1,1,1,35,20,1
646,1,1,0,1,0,35,7,1
647,1,1,0,1,0,35,12,1
648,1,1,0,1,0,25,12,0
649,1,1,0,1,0,25,4,1
650,1,1,0,1,0,25,17,1
651,1,1,1,1,0,35,7,1
652,1,1,1,1,0,18,20,1
653,0,0,0,1,0,56,13,1
654,1,1,1,1,0,50,7,1
655,0,0,0,1,0,25,2,0
656,1,1,0,1,0,45,16,0
657,0,0,0,1,0,50,13,0
658,0,0,0,1,1,25,0,0
659,0,0,0,1,0,25,0,0
660,1,1,0,1,0,45,16,1
661,1,1,0,1,0,45,1,1
662,1,1,0,1,1,18,4,1
663,1,1,0,0,0,25,7,0
664,1,1,1,1,0,35,18,1
665,1,1,0,0,0,18,2,1
666,0,1,0,1,0,18,0,0
667,1,1,0,1,0,25,18,1
668,1,1,1,1,0,25,3,0
669,1,1,1,1,0,25,17,1
670,0,1,1,1,0,25,12,1
671,1,1,1,1,0,18,4,1
672,1,1,0,1,0,35,7,1
673,0,0,0,1,0,25,20,1
674,1,1,1,1,0,25,17,1
675,1,1,0,1,0,25,20,1
676,1,1,0,1,0,18,16,1
677,1,0,1,1,0,50,2,1
678,1,1,0,1,1,25,0,1
679,1,1,0,1,0,35,16,1
680,1,1,0,1,0,25,12,1
681,0,0,0,0,1,35,7,1
682,1,1,1,1,0,25,4,1
683,1,1,0,1,0,25,4,1
684,1,1,0,1,0,25,4,1
685,1,1,0,1,0,25,4,1
686,1,1,0,1,0,18,4,1
687,1,1,0,1,0,25,7,0
688,1,0,0,1,0,56,13,1
689,1,1,0,1,0,50,0,0
690,1,1,1,1,1,25,12,1
691,1,1,0,1,0,35,11,1
692,1,1,1,1,0,25,0,0
693,1,1,0,1,0,35,12,1
694,1,1,0,1,0,18,4,1
695,1,1,0,1,0,18,1,0
696,1,1,1,1,0,25,12,1
697,1,0,0,1,0,50,6,0
698,1,1,1,1,0,18,4,1
699,1,1,1,1,0,18,0,1
700,1,1,1,1,0,50,17,1
701,0,0,1,1,0,18,4,0
702,1,0,0,1,0,35,7,1
703,0,1,1,1,0,56,1,0
704,1,1,0,1,0,35,8,0
705,1,1,0,1,1,25,4,1
706,0,0,0,1,0,35,20,1
707,1,1,0,1,0,35,7,1
708,1,1,0,1,0,25,0,1
709,1,1,0,1,0,18,0,1
710,1,1,1,1,0,25,20,1
711,1,1,1,1,0,25,18,1
712,1,1,1,1,1,25,0,1
713,1,0,0,1,0,35,7,1
714,1,1,1,1,1,18,4,1
715,1,1,1,1,1,18,0,1
716,1,1,1,1,1,18,4,1
717,1,1,1,1,0,25,11,1
718,1,1,1,1,0,18,2,1
719,1,1,1,1,1,1,0,1
720,1,1,0,1,0,18,0,1
721,1,1,0,1,0,35,9,0
722,1,1,1,1,1,25,12,1
723,1,0,0,1,0,25,12,1
724,1,1,1,1,0,50,13,1
725,0,0,0,1,0,56,11,1
726,0,0,0,1,0,25,9,0
727,0,0,0,1,0,35,11,1
728,0,0,0,1,0,25,6,1
729,1,1,1,1,0,35,12,1
730,1,1,1,1,0,25,0,1
731,1,0,0,1,0,45,3,1
732,1,1,1,1,0,25,7,1
733,1,1,0,1,1,35,16,1
734,1,1,0,1,0,25,7,1
735,1,1,0,1,0,25,14,1
736,1,1,1,1,0,18,12,1
737,1,1,1,1,0,1,19,1
738,1,1,0,1,0,18,17,1
739,1,1,0,1,1,35,12,1
740,1,1,0,1,0,25,14,1
741,0,1,0,0,0,25,5,1
742,1,1,0,1,0,18,0,1
743,0,0,0,1,0,1,2,0
744,1,1,0,1,0,25,17,1
745,1,1,0,1,0,1,10,1
746,1,1,1,1,0,18,19,0
747,1,1,0,1,0,18,4,1
748,1,1,1,1,1,25,0,1
749,1,1,1,1,0,35,18,1
750,1,0,0,1,0,35,9,0
751,1,1,0,1,0,25,17,0
752,1,0,0,1,0,25,3,0
753,1,1,0,1,1,1,10,1
754,1,1,1,1,0,35,7,1
755,1,1,0,1,0,35,0,0
756,1,1,1,1,0,35,0,1
757,1,1,1,1,0,25,12,1
758,1,0,0,1,0,35,7,1
759,0,0,0,1,0,56,3,0
760,1,0,0,1,0,56,15,1
761,1,1,0,1,1,18,7,1
762,1,0,0,0,0,1,10,1
763,1,1,0,1,0,18,10,1
764,1,1,0,1,1,18,20,1
765,1,1,0,1,0,25,17,1
766,1,0,0,1,0,25,7,0
767,1,1,1,1,0,25,12,1
768,1,1,1,1,0,25,12,1
769,1,1,1,1,0,45,17,1
770,1,1,1,1,0,18,4,1
771,1,1,1,1,0,50,1,0
772,1,1,0,1,0,18,12,1
773,1,1,0,1,0,25,6,1
774,1,1,1,1,0,18,4,1
